drugbank_id	name	atc_codes
DB13989	Epitizide	C03EA03
DB13997	Baloxavir marboxil	J05AX25
DB14004	Tildrakizumab	L04AC17
DB14006	Choline salicylate	N02BA03
DB14012	Burosumab	M05BX05
DB14018	Bromotheophylline	R03DA20
DB14028	Nordazepam	N05BA16
DB14033	Acetyl sulfisoxazole	G01AE10
DB14039	Erenumab	N02CD01
DB14041	Fremanezumab	N02CD03
DB14042	Galcanezumab	N02CD02
DB14048	Sodium zirconium cyclosilicate	V03AE10
DB14193	Ditiocarb zinc	C05AX04
DB14194	Zinc dibutyldithiocarbamate	C05AX04
DB14218	Telotristat	A16AX15
DB14485	Zinc ascorbate	C05AX04
DB14487	Zinc acetate	C05AX04|A16AX05
DB14488	Ferrous gluconate	B03AA03
DB14489	Ferrous succinate	B03AA06
DB14490	Ferrous ascorbate	B03AA10
DB14491	Ferrous fumarate	B03AA02|B03AD02
DB14498	Potassium acetate	B05XA17
DB14500	Potassium	C03AB03|C03BB07|C03BB02|C03BB04|C03AB01|C03BB05|C03AB04|C03AB08|C03AB07|C03BB03|C03AB05|C03CB01|C03AB09|C03AB02|C03CB02|C03AB06
DB14501	Ferrous glycine sulfate	B03AA01
DB14505	Sodium borate	S01AX07
DB14508	Lithium succinate	D11AX04
DB14512	Mometasone furoate	D07AC13|R03BA07|D07XC03|R01AD09|R03AK09
DB14514	Magnesium levulinate	A12CC07
DB14515	Magnesium lactate	A12CC06
DB14517	Aluminium phosphate	A02AB03
DB14520	Tetraferric tricitrate decahydrate	V03AE08
DB14533	Zinc chloride	C05AX04|B05XA12
DB14538	Hydrocortisone aceponate	D07AC16
DB14540	Hydrocortisone butyrate	D07AB02|D07BB04
DB14543	Hydrocortisone probutate	D07AB11
DB14548	Zinc sulfate, unspecified form	C05AX04
DB14562	Andexanet alfa	V03AB38
DB14568	Ivosidenib	L01XX62
DB14569	Tedizolid	J01XX11
DB14570	Hydroxyprogesterone	G03FA02|G03DA03
DB14575	Eslicarbazepine	N03AF04
DB14582	Patisiran	N07XX12
DB14585	Plantago ovata seed	A06AC51
DB00873	Loteprednol	S01BA14
DB14597	Lanadelumab	B06AC05
DB14642	Lypressin	H01BA03
DB14643	Methylprednisolone aceponate	D07AC14
DB14661	Loperamide oxide	A07DA05
DB14681	Cortisone	H02AB10|S01BA03
DB14684	Calcium polycarbophil	A06AC08
DB14707	Cemiplimab	L01XC33
DB14708	Tosylchloramide	D08AX04
DB14712	Elapegademase	L03AX21
DB14713	Inotersen	N07XX15
DB14719	Bentazepam	N05BA24
DB14723	Larotrectinib	L01XE53
DB14724	Emapalumab	L04AA39
DB14731	Tagraxofusp	L01XX67
DB14733	Ceftobiprole medocaril	J01DI01
DB14740	Hyaluronidase	B06AA03
DB00781	Polymyxin B	S02AA11|S03AA03|J01XB02|A07AA05|S01AA18
DB14749	Polygala senega root	R05CA06
DB14751	Mecasermin rinfabate	H01AC05
DB14754	Solriamfetol	N06BA14
DB14762	Risankizumab	L04AC18
DB14763	Cycloguanil	P01BB02
DB14864	Brolucizumab	S01LA06
DB14947	Bermekimab	L01XC29
DB14951	Etirinotecan pegol	L01XX56
DB15091	Upadacitinib	L04AA44
DB15119	Ropeginterferon alfa-2b	L03AB15
DB15258	Imlifidase	L04AA41
DB15263	Thyrotropin	V04CJ01
DB15271	Crizanlizumab	B06AX01
DB15290	Pegteograstim	L03AA17
DB15300	Hydroquinidine	C01BA13
DB15494	Edotreotide gallium Ga-68	V09IX09
DB15575	Padeliporfin	L01XD07
DB15578	Desfesoterodine	G04BD13
DB15598	Ferric maltol	B03AB10
DB15753	Interferon Gamma	L03AB03
DB15861	Buthiazide	C03EA14
DB15874	Agalsidase alfa	A16AB03
DB15880	Dermatan sulfate	B01AX04
DB15887	Fluorocholine F-18	V09IX07
DB15947	Pitofenone	A03DA02
DB15970	Chloroprednisone	S01CA09
DB15972	Desoxycortone	H02AA03
DB15975	Sulfametrole	J01EE03
DB15976	Tetroxoprim	J01EE06
DB16021	Levosulpiride	N05AL07
DB16024	Indocyanine green	V04CX01
DB16155	Empegfilgrastim	L03AA16
DB16190	Idursulfase beta	A16AB16
