chemical_cid,uniport_accession,score
8722,G5EBS5,0.524
6383,Q95QD6,0.524
1725,Q9XTR1,0.524
3516,P34331,0.524
6035,Q9XWP6,0.524
3524,P53589,0.524
7897,Q9XTI0,0.524
3121,Q965N4,0.524
4141,P91871,0.524
470,Q95Q11,0.524
16623,Q9XWF2,0.524
2993,O45379,0.524
2993,O16521,0.524
2280,Q965N7,0.524
10915,P34409,0.524
2972,G5EDY2,0.524
10470,Q9GZH3,0.524
2763,G5EED8,0.524
78,Q21215,0.524
6688,Q22054,0.524
1243,Q18477,0.524
18344,Q17474,0.524
5083,Q21917,0.524
1220,P34286,0.524
1420,P34480,0.524
2331,Q95ZN7,0.524
5083,O01598,0.524
8285,O44739,0.524
3117,Q18990,0.524
5483,Q9N3H9,0.524
4282,Q20993,0.524
3925,G5EFI8,0.524
144,Q93640,0.524
22456,Q94300,0.524
1024,Q9N492,0.524
4839,B7WN66,0.524
273,G5ECQ8,0.524
12468,Q93204,0.524
7956,Q21322,0.524
4713,G4SRS5,0.524
3121,Q21693,0.524
4510,Q58A98,0.524
1756,Q23588,0.524
10141,Q9N5R9,0.524
2119,O16520,0.524
2965,Q23639,0.524
3293,G5EE78,0.524
3293,O62146,0.524
1530,G5EF77,0.524
3386,G5ECQ8,0.524
2685,G5EBK3,0.524
12921,P27420,0.524
12172,Q965R0,0.524
1218,Q95ZQ4,0.524
4510,O01579,0.524
8017,Q9N3T5,0.524
7824,Q95ZN7,0.524
1099,O17365,0.524
2374,Q93167,0.524
3822,Q20845,0.524
7859,Q93204,0.524
7859,Q23089,0.524
5392,Q9N426,0.524
701,O02215,0.524
1016,O44413,0.524
3177,Q9N456,0.524
7551,O02056,0.524
8398,G5EGT4,0.524
10663,Q9N3B0,0.524
8254,Q17446,0.524
4933,Q95QD6,0.524
4933,Q21338,0.524
3347,Q03577,0.524
8499,Q27487,0.524
6036,Q02328,0.524
2349,Q20616,0.524
996,Q9NEW6,0.524
4644,Q23511,0.524
4096,P54812,0.524
6050,Q20647,0.524
6755,Q18990,0.524
11266,Q23493,0.524
3747,Q19877,0.524
668,O45904,0.524
7622,P54936,0.524
8697,Q17361,0.524
3124,Q10462,0.524
1561,Q93725,0.524
1797,A5JYX3,0.524
1973,P53589,0.524
5350,O44568,0.524
1405,O17695,0.524
6891,Q17796,0.524
3768,P34559,0.524
9032,Q7JKY3,0.524
73,Q9XUP3,0.524
2178,Q8WQC9,0.524
22316,P52015,0.524
19588,Q4A1S8,0.524
3405,Q9XTX2,0.524
4908,Q9BL79,0.524
1937,Q9NEZ8,0.524
7708,P34346,0.524
5685,Q22307,0.524
8784,Q19086,0.524
3224,Q9U2F6,0.524
2399,Q22947,0.524
1328,P34574,0.524
2336,G5ECR8,0.524
7298,Q9XUN8,0.524
9382,O17919,0.524
5601,O45933,0.524
77,Q7JKY3,0.524
31,P41932,0.524
3746,G5EE14,0.524
2954,P34574,0.524
1702,P53013,0.524
11123,Q18031,0.524
779,P41828,0.524
2119,G5EFI1,0.524
5707,Q94231,0.524
7485,Q27389,0.524
790,G5EC10,0.524
10705,Q93650,0.524
5430,Q20751,0.524
326,O02151,0.524
5063,G5EBS5,0.524
3987,G5EGT4,0.524
3987,G5EFI8,0.524
8895,Q27389,0.524
9039,Q94272,0.524
10391,G5ECB2,0.524
7975,P34559,0.524
911,Q17967,0.524
1381,Q17790,0.524
9223,Q22045,0.524
2333,O61460,0.524
2333,Q19546,0.524
6468,O62139,0.524
5865,P90735,0.524
2347,O45430,0.524
499,O02640,0.524
836,Q20507,0.524
3372,O61742,0.524
7862,Q95005,0.524
405,Q9N3T8,0.524
5722,P46563,0.524
2750,Q10654,0.524
3673,Q21752,0.524
2328,Q10039,0.524
7922,O16992,0.524
8915,Q93873,0.524
8915,Q22800,0.524
2763,O01464,0.524
2763,Q21346,0.524
4970,P11141,0.524
7314,G5ECV9,0.524
4382,P34331,0.524
6742,Q10944,0.524
21653,Q17533,0.524
3339,Q94300,0.524
4712,O45012,0.524
8772,P34644,0.524
5199,Q95QQ4,0.524
1988,P34213,0.524
303,Q9GYK4,0.524
1043,Q10003,0.524
4849,O44781,0.524
4849,Q9BL61,0.524
22266,P31161,0.524
5742,G5EGU1,0.524
5742,Q9N2V6,0.524
5242,P34385,0.524
7026,B5BM27,0.524
4516,O01806,0.524
6950,Q9XWF2,0.524
5231,Q9TXT9,0.524
4332,O17071,0.524
5943,A5JYX5,0.524
8521,G5EG58,0.524
4873,Q18524,0.524
7904,G5ECY6,0.524
8566,Q9N4Y8,0.524
806,Q968Y9,0.524
3467,Q9U2P3,0.524
2196,G5EFU2,0.524
2196,G5EFW8,0.524
460,P45894,0.524
7820,Q95Y25,0.524
4507,Q23511,0.524
10066,Q8I4D7,0.524
5012,Q10039,0.524
6585,Q27488,0.524
4367,P46549,0.524
4339,Q9N3T8,0.524
4339,Q19537,0.524
6742,Q18645,0.523
11617,P49632,0.523
6742,Q18581,0.523
2468,G5EEH6,0.523
4757,P41988,0.523
4757,O62108,0.523
2790,O17754,0.523
8575,Q9N5B3,0.523
7516,Q19722,0.523
2336,O17583,0.523
1292,P90778,0.523
110,O01579,0.523
5881,Q93705,0.523
388,P50305,0.523
388,Q27522,0.523
2915,Q20993,0.523
1079,G5EES3,0.523
2915,Q3S1J8,0.523
4440,O45539,0.523
1166,Q21966,0.523
4199,G5EES6,0.523
441,G5EE78,0.523
473,P45894,0.523
13792,Q9TYU5,0.523
7522,Q09253,0.523
4122,Q9TXV7,0.523
824,O45012,0.523
3366,G5EG80,0.523
8103,O17005,0.523
1367,G5EDV9,0.523
3366,Q23445,0.523
6726,O01804,0.523
7524,Q9TZL8,0.523
5794,P04970,0.523
2555,O01464,0.523
50,Q9U3I7,0.523
11197,O02482,0.523
299,Q20655,0.523
2019,O44782,0.523
650,Q9BKQ5,0.523
4607,Q21322,0.523
2156,Q9XVE5,0.523
4548,Q02332,0.523
5727,Q10653,0.523
1992,O17066,0.523
7281,Q17607,0.523
1489,P34650,0.523
4778,Q5WRS4,0.523
794,O44906,0.523
4168,P12845,0.523
4778,Q19046,0.523
5898,Q9U1Y0,0.523
6278,Q5WRS4,0.523
9321,Q09353,0.523
3519,Q21824,0.523
7290,Q17607,0.523
6243,Q93167,0.523
1681,G5EED8,0.523
3162,G5EEY5,0.523
4607,Q19004,0.523
3467,Q9XXD0,0.523
4607,Q9U302,0.523
773,Q86ME6,0.523
4170,Q17463,0.523
5754,Q9NGT3,0.523
5793,G5EEI4,0.523
6741,Q9XXJ2,0.523
4746,Q9XUG5,0.523
10442,Q9TXT9,0.523
9385,P49632,0.523
6895,Q22137,0.523
5610,Q9BI71,0.523
5212,Q95QE8,0.523
8301,O45815,0.523
2797,Q22795,0.523
4501,P11141,0.523
11334,O02655,0.523
7341,Q09522,0.523
1795,Q22620,0.523
11641,Q18822,0.523
7961,Q22067,0.523
4421,Q22307,0.523
2544,G5EFH4,0.523
4713,Q9BMK9,0.523
5018,O02482,0.523
4515,Q19434,0.523
5012,Q9BKU3,0.523
7046,G5EFG5,0.523
5984,Q9TZD9,0.523
8947,P34578,0.523
3467,G5EDP3,0.523
3961,Q9XUP3,0.523
2832,G5EEI8,0.523
7842,G5ECV9,0.523
10402,Q8MP09,0.523
4915,Q9NHC3,0.523
7654,Q9N5K2,0.523
8035,P10299,0.523
2756,G5EFG5,0.523
870,Q19849,0.523
11820,Q19849,0.523
5601,O16890,0.523
4927,Q19680,0.523
5581,Q21918,0.523
4036,Q9N3T2,0.523
1641,O01806,0.523
1701,G5EC24,0.523
2703,Q18758,0.523
3333,P17330,0.523
6339,A7LPD8,0.523
4211,Q9N4A5,0.523
6269,O45011,0.523
3611,A7LPD8,0.523
123,O16880,0.523
6339,Q9XXJ0,0.523
2750,Q21230,0.523
3445,Q93572,0.523
3857,O17586,0.523
1922,P91873,0.523
5054,P54412,0.523
654,Q94125,0.523
1922,P52274,0.523
3090,Q9XXJ0,0.523
2353,Q20057,0.523
832,Q8WQG9,0.523
7817,Q19264,0.523
15522,Q17899,0.523
1405,Q19683,0.523
6958,P41994,0.523
15522,Q17745,0.523
5790,G5EDM5,0.523
6103,Q10657,0.523
33,G5ECH7,0.523
3673,Q93315,0.523
6272,Q19151,0.523
10334,O02482,0.523
2123,Q23191,0.523
2206,Q19266,0.523
12432,Q9XVR6,0.523
6347,Q9TZS5,0.523
2435,P34331,0.523
3463,Q19243,0.523
8631,Q94234,0.523
8631,O44549,0.523
6347,Q22038,0.523
191,O17759,0.523
6347,Q09440,0.523
9999,Q9N517,0.523
5955,Q19579,0.523
192,O45011,0.523
4455,Q93338,0.523
743,Q18581,0.523
8987,Q9BL36,0.523
5798,A7LPE4,0.523
7901,Q9BL56,0.523
5798,Q86D99,0.523
7509,Q23158,0.523
2856,O18181,0.523
3676,O45502,0.523
1216,O01583,0.523
7903,P49632,0.523
11381,B3GWC3,0.523
957,Q21307,0.523
8007,O18180,0.523
3657,Q21735,0.523
8316,Q19440,0.523
9702,Q27504,0.523
5394,P19826,0.523
5394,P27604,0.523
10430,P34286,0.523
11831,Q19057,0.523
3657,O62422,0.523
7647,G5EDH8,0.523
2148,Q9TYP1,0.523
7647,Q20303,0.523
7647,Q18426,0.523
7647,Q20751,0.523
7647,Q9NAB4,0.523
7647,P91079,0.523
5954,Q95XX1,0.523
7416,Q9NB31,0.523
173,O01579,0.523
2466,P90994,0.523
10597,Q21742,0.523
2466,O17759,0.523
5708,P91505,0.523
6468,Q18445,0.523
7314,Q21890,0.523
6325,B3GWC3,0.523
10801,Q20616,0.523
9001,G5EFU2,0.523
9001,G5EFW8,0.523
2950,Q18990,0.523
1107,H2L039,0.523
2468,G5EFP8,0.523
2603,Q93454,0.523
11833,Q18596,0.523
7054,Q20122,0.523
735,P53795,0.523
9152,H2KYI5,0.523
2478,Q19749,0.523
2478,Q21243,0.523
2955,Q9TZ93,0.523
6124,B5BM46,0.523
3696,O17599,0.523
4712,P91093,0.523
3119,G5EFY1,0.523
1688,G5EBK3,0.523
2783,P17329,0.523
2783,O45552,0.523
2783,P17330,0.523
4665,P46561,0.523
2796,Q9NAH7,0.523
7019,Q9U2M5,0.523
6207,Q17574,0.523
4070,O17731,0.523
3503,Q9GRV5,0.523
2818,G5ECI8,0.523
1486,P34642,0.523
1688,Q27526,0.523
1486,Q9U1Y0,0.523
4421,G5EC24,0.523
238,Q20845,0.523
6688,Q27474,0.523
6043,Q09591,0.523
2236,Q9TXV7,0.523
3189,Q94234,0.523
3189,O44549,0.523
1734,Q9XVZ6,0.523
4284,P41988,0.523
4284,O62108,0.523
24238,G5EFI9,0.523
607,Q9BL07,0.523
3283,Q9NA98,0.523
3715,Q19705,0.523
9695,O44183,0.523
7972,O16521,0.523
12172,G5ECQ8,0.523
4480,G5ECQ8,0.523
2404,P91143,0.523
2094,P91998,0.523
10919,G5ECQ8,0.523
24411,P91079,0.523
4353,P19826,0.523
1615,O02096,0.523
1329,P91428,0.523
4158,P98080,0.523
7167,P91143,0.523
1225,O17395,0.523
2130,G5EDU1,0.523
2130,P90789,0.523
2130,Q93615,0.523
5882,G5EFG5,0.523
6180,O62140,0.523
9738,B1V8A0,0.523
8978,Q27504,0.523
8569,Q9N3S7,0.523
9131,G5EC98,0.523
7842,Q18411,0.523
5312,P32085,0.523
388,Q17820,0.523
5852,O17586,0.523
9782,P98080,0.523
1322,Q9XWE6,0.523
4757,O17234,0.523
1107,G5EC75,0.523
6,O61660,0.523
24266,O01577,0.523
11134,O17214,0.523
7345,Q93324,0.523
7047,O44712,0.523
10470,Q93714,0.523
10935,G5EG93,0.523
4055,G5EES3,0.523
712,H2KY93,0.523
936,Q7JP68,0.523
936,Q22323,0.523
8479,Q22370,0.523
3363,P90829,0.522
3339,P20792,0.522
3339,Q9BHL6,0.522
5909,P16356,0.522
2123,Q9BL46,0.522
5909,Q17446,0.522
172,B7WN66,0.522
6276,Q17568,0.522
7221,Q18990,0.522
8813,Q95XX1,0.522
5934,O44975,0.522
12486,Q22501,0.522
5475,G5EFY1,0.522
12486,Q95QQ4,0.522
2046,P34429,0.522
6758,Q6AHP8,0.522
5143,Q95YB2,0.522
4610,O01598,0.522
7528,O16294,0.522
4610,Q21917,0.522
8110,Q9N4A5,0.522
4610,Q9U307,0.522
4610,Q22038,0.522
1984,P98080,0.522
7859,Q95003,0.522
5126,O44995,0.522
7641,Q9U221,0.522
4233,P45894,0.522
6854,P32085,0.522
5745,Q95YB2,0.522
402,Q9N3B0,0.522
5865,Q93168,0.522
25476,O61742,0.522
10163,Q8MYL7,0.522
6947,G5EGT7,0.522
1338,Q18680,0.522
1405,Q8MP09,0.522
5320,O17680,0.522
2118,Q21215,0.522
3026,P41877,0.522
847,P90831,0.522
1218,A8WFK6,0.522
5943,B2FDA8,0.522
876,Q23126,0.522
876,P34649,0.522
7879,Q9GYS8,0.522
3913,Q8MQ68,0.522
10631,P91079,0.522
4106,Q09453,0.522
4908,O17610,0.522
6658,O01623,0.522
85,G5ECC3,0.522
791,Q09629,0.522
2796,P91910,0.522
9999,O17352,0.522
2349,Q9XU15,0.522
1518,Q93761,0.522
9563,Q8IU09,0.522
7238,P90829,0.522
10258,P34714,0.522
3746,Q22066,0.522
2375,G5EGH6,0.522
1369,G5EG96,0.522
1369,Q09660,0.522
5519,O02215,0.522
2820,Q9XXK1,0.522
240,P92186,0.522
2726,Q18645,0.522
2360,B1V8A0,0.522
7586,Q9U295,0.522
8881,Q17693,0.522
6468,G5EFX6,0.522
3763,Q9NAF8,0.522
6323,O17966,0.522
780,Q9U302,0.522
11313,P30635,0.522
4368,G5EDR3,0.522
11151,G5EBR3,0.522
7622,Q22101,0.522
405,Q9N4B2,0.522
6734,P27798,0.522
6278,O45926,0.522
4878,P20792,0.522
6666,Q7YTG9,0.522
9223,Q09440,0.522
6727,Q19102,0.522
3559,P34559,0.522
9223,Q20875,0.522
3608,O02215,0.522
4913,P10984,0.522
11123,O02637,0.522
4763,Q9U3I0,0.522
4768,Q20127,0.522
4913,P0DM41,0.522
4913,P10986,0.522
2541,O17695,0.522
7449,Q9U2M7,0.522
1702,O17966,0.522
9039,G5ECV9,0.522
371,Q965X6,0.522
3540,Q23223,0.522
2400,Q0MQ68,0.522
9020,O61742,0.522
276,O45926,0.522
3741,P91871,0.522
7045,Q9TYP1,0.522
2750,Q9U2J5,0.522
224,Q17983,0.522
3224,G5EDB6,0.522
5510,G5EFD4,0.522
5199,Q21276,0.522
7277,Q17967,0.522
2603,G5EF15,0.522
1221,G5EGH0,0.522
6366,Q27535,0.522
1081,Q9GYS8,0.522
3830,Q22752,0.522
5944,Q09629,0.522
7290,Q9XUY5,0.522
4829,O02642,0.522
10500,Q17820,0.522
8030,O16521,0.522
5171,Q9XTR1,0.522
4006,P52017,0.522
7071,Q9XV52,0.522
7170,Q95X44,0.522
824,Q17557,0.522
8606,Q21484,0.522
8813,O44503,0.522
7263,B2FDA8,0.522
3347,O18650,0.522
7258,G5EC40,0.522
3347,Q8WQA8,0.522
6755,Q23320,0.522
3347,O44739,0.522
834,Q20471,0.522
971,O44960,0.522
5576,Q9U2M5,0.522
370,Q9U1Q3,0.522
5727,Q9TXT9,0.522
3467,Q95QE8,0.522
844,Q9N517,0.522
10239,Q95Q25,0.522
5708,Q23544,0.522
5708,Q9XVK5,0.522
10680,Q19046,0.522
7902,Q18524,0.522
8016,O16259,0.522
1081,Q9N3C7,0.522
8566,Q9XV52,0.522
6245,Q9TZD9,0.522
6245,Q4TT88,0.522
4947,Q94300,0.522
2466,Q22968,0.522
5639,P34183,0.522
5337,G5ED07,0.522
2233,P52709,0.522
3035,Q22143,0.522
588,Q17958,0.522
4752,G5ECH7,0.522
2533,O44836,0.522
1021,O45876,0.522
11305,Q95NM6,0.522
3136,H2L0Q3,0.522
10364,Q17745,0.522
3668,Q21086,0.522
7253,P90829,0.522
1088,P20792,0.522
6252,P49713,0.522
1988,P49405,0.522
6594,O17759,0.522
11313,Q9BKS0,0.522
4944,G5EDU1,0.522
7428,G5EFD9,0.522
2481,P91134,0.522
6389,Q9N478,0.522
5898,Q9XXK1,0.522
5742,Q22045,0.522
13002,Q8I111,0.522
5694,Q93569,0.522
5092,Q9XW61,0.522
11952,Q20616,0.522
3331,Q21750,0.522
4339,G5EDU3,0.522
5425,Q21614,0.522
3741,Q18990,0.522
3885,Q19546,0.522
6568,O45379,0.522
3074,Q86ME6,0.522
8017,Q18688,0.522
6210,Q9GZH3,0.522
6223,Q93761,0.522
10422,Q27464,0.522
2876,G5EDU3,0.522
3021,O45303,0.522
7051,G5EBI4,0.522
3828,Q9N5R9,0.522
7120,G5EC31,0.522
7104,Q20751,0.522
6226,P34647,0.522
233,Q95QC4,0.522
1080,G5EDU7,0.522
8530,Q20048,0.522
11197,P54816,0.522
3448,Q23240,0.522
6780,O62250,0.522
3053,Q21763,0.522
8723,Q21752,0.522
5214,Q9N3C9,0.522
77,Q21736,0.522
1606,Q22143,0.522
2749,Q9GZH3,0.522
1748,Q9TZH6,0.522
5569,Q19866,0.522
1081,Q27873,0.522
1673,Q18898,0.522
3779,O45241,0.522
5359,Q22619,0.522
328,Q86D99,0.522
1988,O17789,0.522
6379,Q9N4A5,0.522
6755,Q21752,0.522
7280,Q23451,0.522
5166,Q21122,0.522
9253,H2KZK7,0.522
9253,Q17361,0.522
3844,P35603,0.522
1054,Q07750,0.522
1483,Q17334,0.522
5753,Q9XUB2,0.522
5722,Q17389,0.522
237,Q17361,0.522
1175,O17470,0.522
11645,O44408,0.522
8772,G5EGH0,0.522
1341,Q17474,0.522
388,O17680,0.522
2196,G5EFK4,0.522
2196,O01813,0.522
224,P90994,0.522
10178,Q9N4H4,0.522
1609,Q9U2X0,0.522
2782,Q9N4U0,0.522
10311,Q17770,0.522
11197,O44952,0.522
847,Q21742,0.522
134,Q27512,0.522
3821,P49583,0.522
3447,Q9UAW8,0.522
3447,Q21215,0.522
3352,P90861,0.522
2478,Q9U2Z1,0.522
5566,Q19490,0.522
5833,G5ECA0,0.522
5566,O18154,0.522
5386,Q965V9,0.522
7673,Q9XV04,0.522
6331,O61847,0.522
6691,P34331,0.522
1645,Q18621,0.522
6734,G5EBR7,0.522
612,O17754,0.522
5920,Q19328,0.522
612,O44782,0.522
736,P34308,0.522
5625,O17903,0.522
6423,Q09523,0.522
4581,Q9BI71,0.522
5988,G5EDD4,0.522
5988,P34690,0.522
727,Q21966,0.522
2712,O02096,0.522
896,O62102,0.522
4199,Q18547,0.522
7594,Q17339,0.522
1480,G5EGE3,0.522
6259,Q22918,0.522
10154,Q18885,0.522
11510,Q6A1T5,0.522
3467,O01592,0.522
8786,Q94234,0.522
10883,G5EBK3,0.522
4367,Q10654,0.522
755,O76618,0.522
6619,Q9TXR4,0.521
3447,Q93315,0.521
6817,Q23116,0.521
6817,P52166,0.521
3366,Q9N2L7,0.521
3366,Q10040,0.521
59,O44985,0.521
3608,Q10651,0.521
5787,O45903,0.521
3472,P32085,0.521
6618,Q19102,0.521
7462,O76463,0.521
8215,O44985,0.521
9189,O44183,0.521
38,G5ECY6,0.521
650,Q9GYF1,0.521
4607,P48996,0.521
9965,Q10462,0.521
4650,Q9U334,0.521
4607,Q18932,0.521
6362,G5EFF7,0.521
7239,O17761,0.521
1366,Q8I4E2,0.521
9001,O45865,0.521
3262,Q9TYU5,0.521
602,Q17593,0.521
7852,H2KZ17,0.521
6794,Q9XXU9,0.521
3108,Q965Y1,0.521
10413,Q95PX7,0.521
1995,O17643,0.521
7280,Q23623,0.521
8554,G5EGT7,0.521
2730,Q17345,0.521
10255,H2KZI0,0.521
1229,O45865,0.521
9732,Q95QE8,0.521
10916,Q09440,0.521
1229,P41932,0.521
1229,Q9XWH0,0.521
25488,Q21693,0.521
10740,P34497,0.521
1126,P27604,0.521
10338,O44712,0.521
5259,Q9U2J6,0.521
2419,Q17571,0.521
7239,P90829,0.521
5984,P53014,0.521
1414,Q09522,0.521
5909,G5EGA7,0.521
5208,Q19849,0.521
2039,P42170,0.521
9589,Q968Y9,0.521
1663,P34578,0.521
421,P12844,0.521
5018,Q18924,0.521
3463,P34286,0.521
7406,Q18990,0.521
5756,P30646,0.521
5144,Q9TZH6,0.521
7515,Q95ZQ3,0.521
779,Q18812,0.521
2818,Q9U221,0.521
2832,G5EGU1,0.521
10438,Q9N4K2,0.521
4308,Q9BI71,0.521
6422,P90917,0.521
3467,Q3S1J8,0.521
3467,O01591,0.521
8255,P91025,0.521
1242,Q9XWH0,0.521
10114,Q9NA98,0.521
1242,P41932,0.521
3784,Q9N4K2,0.521
2113,Q17761,0.521
3549,Q22054,0.521
7071,P91856,0.521
3638,Q9UAV5,0.521
3686,Q18775,0.521
10168,P04970,0.521
10438,Q9BL46,0.521
1099,Q9XWH0,0.521
13792,P90922,0.521
4115,O61199,0.521
8033,Q19087,0.521
4115,Q22795,0.521
778,P34460,0.521
1554,P46769,0.521
6579,Q9NGT3,0.521
1207,P91487,0.521
5697,G5ECD7,0.521
1732,P17329,0.521
1732,P17330,0.521
6276,G5EEN4,0.521
1732,G5EE85,0.521
179,G5EDF9,0.521
1023,G5EEE7,0.521
654,Q8MNY0,0.521
6832,Q19951,0.521
3077,O16991,0.521
3045,Q27873,0.521
6303,Q95Y90,0.521
5078,Q09630,0.521
2585,O01602,0.521
3514,Q93714,0.521
6538,Q9N5R9,0.521
11552,Q965V9,0.521
5035,O61847,0.521
208,O18229,0.521
5320,B1GRK5,0.521
6379,O01598,0.521
6890,Q18680,0.521
2997,Q9U1Q4,0.521
6660,Q21230,0.521
6395,O17754,0.521
2187,Q10654,0.521
3845,P52018,0.521
2404,P14585,0.521
2818,G5ECW7,0.521
2818,G5EE80,0.521
6035,G5ECM4,0.521
5897,G5EGA6,0.521
4592,Q9N3T8,0.521
10793,Q9N492,0.521
149,Q22045,0.521
4807,Q20057,0.521
4754,Q10929,0.521
4284,A5JYX5,0.521
3503,Q9XXU9,0.521
1992,Q9N3T2,0.521
6496,Q21549,0.521
7184,G5EFY1,0.521
4830,Q21005,0.521
1233,Q960A1,0.521
849,O76258,0.521
4830,Q9NA62,0.521
11890,Q17790,0.521
11890,Q9BL28,0.521
2435,Q9U3K2,0.521
791,P17329,0.521
791,P17330,0.521
7091,O02640,0.521
6851,Q9U302,0.521
2712,Q45FX5,0.521
2993,H2KZL6,0.521
2233,Q8T5S1,0.521
2233,Q9XTG7,0.521
8813,Q27535,0.521
4178,Q19328,0.521
8215,Q9U2K8,0.521
3671,Q9TXY8,0.521
7005,Q09665,0.521
7777,P30635,0.521
5802,Q9XXJ0,0.521
5929,P54816,0.521
6331,P91493,0.521
2300,O02640,0.521
5196,Q94234,0.521
7680,G5EBH0,0.521
10349,G5EGA6,0.521
2533,O01806,0.521
5794,Q9BL46,0.521
73,Q09660,0.521
5842,O02655,0.521
2002,Q95QL2,0.521
5327,Q18688,0.521
19999,Q93761,0.521
5483,Q21763,0.521
6564,G5EBS1,0.521
7877,P52275,0.521
1824,Q23202,0.521
7877,O17921,0.521
22386,P34559,0.521
1774,Q04833,0.521
1922,Q5WRS4,0.521
876,Q10003,0.521
1780,Q45FX5,0.521
2094,Q17967,0.521
3206,Q17474,0.521
3380,O61742,0.521
511,Q21501,0.521
7522,P34575,0.521
8521,Q23623,0.521
1322,O45430,0.521
9013,Q17632,0.521
2954,G5ECI8,0.521
2160,Q18031,0.521
2997,G5EFY3,0.521
3767,Q21750,0.521
3673,P34697,0.521
4891,Q9TW67,0.521
7808,G5ECE8,0.521
5312,Q17556,0.521
192,Q9XXK1,0.521
11108,Q8WQA8,0.521
5804,Q9GYG4,0.521
6180,Q93714,0.521
4114,Q95XI9,0.521
5944,Q9XVJ2,0.521
11349,O61847,0.521
1995,G5EBY3,0.521
4915,Q95XR1,0.521
1752,Q21053,0.521
2061,O17850,0.521
1220,P12845,0.521
3300,O01683,0.521
8723,P49632,0.521
10638,O16214,0.521
863,H2KZK7,0.521
5074,Q18924,0.521
9679,Q9XVF7,0.521
9675,Q86S57,0.521
9679,H2KZJ5,0.521
3279,O44952,0.521
16486,P91408,0.521
1890,Q09508,0.521
2016,Q20303,0.521
388,P91500,0.521
8881,G5EDZ2,0.521
4628,Q9N3T8,0.521
4628,Q19537,0.521
10705,O17680,0.521
5441,Q9TZL8,0.521
4480,P27604,0.521
2116,Q21925,0.521
3913,O76360,0.521
2578,A9UJN4,0.521
3363,Q09582,0.521
899,G5EBF4,0.521
5839,Q9XVQ9,0.521
5430,G5EGK1,0.521
2890,Q9XVR7,0.521
7305,G5EG58,0.521
9223,Q09315,0.521
9223,P34213,0.521
5280,G5ECI8,0.521
4463,Q7JKY3,0.521
1043,Q18411,0.521
6942,P52017,0.521
6369,Q19546,0.521
6369,O61460,0.521
6009,P36608,0.521
5960,P91487,0.521
11756,Q9BKS0,0.521
4178,G5EE80,0.521
7965,O62139,0.521
3189,Q9N5D6,0.521
4926,Q09567,0.521
3132,G5EG93,0.521
5944,Q27504,0.521
5944,Q9XW63,0.521
3132,P54816,0.521
1107,Q18510,0.521
4781,Q9XWF1,0.521
2078,Q9XVJ2,0.521
3559,O01581,0.521
4926,Q94272,0.521
6235,P52709,0.521
712,O17754,0.521
712,O44782,0.521
8418,Q93934,0.521
788,Q20057,0.521
7263,Q93456,0.521
2230,Q95QT7,0.521
4610,P41958,0.521
5320,P50305,0.521
5320,P50306,0.521
5320,Q27522,0.521
3503,O45379,0.521
6035,P49583,0.521
4817,Q19825,0.521
4971,O18209,0.521
4891,Q09582,0.521
6981,Q9N4P2,0.521
11461,Q95QQ4,0.521
2818,Q09527,0.521
7443,Q20751,0.521
7443,G5ECY0,0.521
8343,O01789,0.521
6319,P41877,0.521
7443,Q22820,0.521
663,O17005,0.521
7443,Q21693,0.521
5892,G5EGK8,0.521
7443,Q18426,0.521
9956,G5ED07,0.521
240,Q02330,0.521
1176,Q20414,0.521
2912,Q19546,0.521
5610,Q0G843,0.521
756,G5EEN4,0.521
3467,O45865,0.521
370,Q9XW79,0.521
8158,Q21217,0.521
2913,Q18645,0.521
1641,P39745,0.521
1369,Q21274,0.521
4553,O62332,0.521
8141,Q20728,0.521
2046,Q9XWF2,0.520
4387,P48152,0.520
1839,Q9XTY5,0.520
1191,Q19130,0.520
5870,P41958,0.520
993,G5EDY2,0.520
4933,G5ECR7,0.520
7253,Q21224,0.520
13002,Q9XWE6,0.520
2690,G5ECV9,0.520
8655,P30636,0.520
7071,Q21752,0.520
535,P52018,0.520
6660,Q9N3T2,0.520
12699,Q20077,0.520
9903,Q93569,0.520
7777,O01683,0.520
8566,Q21752,0.520
7266,Q23588,0.520
4141,Q23089,0.520
5897,Q19266,0.520
10701,P98080,0.520
10439,O17680,0.520
6588,Q23381,0.520
11334,Q94234,0.520
24874,Q09440,0.520
5708,Q17334,0.520
4991,G5EEA8,0.520
6553,Q21080,0.520
4585,Q93761,0.520
7046,Q9XXK1,0.520
1381,O18256,0.520
11197,Q9N5A0,0.520
8037,Q20390,0.520
6560,G5EG10,0.520
3526,Q21752,0.520
3671,Q17446,0.520
4066,Q10929,0.520
2683,Q9XW87,0.520
3221,Q09580,0.520
3755,Q93204,0.520
6113,Q9BL28,0.520
2156,O44408,0.520
24504,Q9U302,0.520
7840,O44512,0.520
264,O01579,0.520
2044,Q21966,0.520
5565,Q19626,0.520
985,O01583,0.520
4757,P51485,0.520
8789,Q9XUS5,0.520
5565,P90789,0.520
4757,Q95QU5,0.520
5565,Q93615,0.520
3802,O17589,0.520
544,P28051,0.520
3102,O17921,0.520
7419,Q93934,0.520
6742,Q9BKQ5,0.520
2662,Q20264,0.520
511,Q93168,0.520
7422,Q21962,0.520
5601,Q9TYY0,0.520
5166,P90829,0.520
5541,Q18969,0.520
6468,O61847,0.520
